participant_id,executionOrder,originalTrialNumber,loaderType,simulatedLoadingTime,simulatedLoadingTime_sec,rageClicks,mouseDistance,taskDuration,taskDuration_sec,totalLoadingTime,pureTaskDuration,perceivedLoadingTime,discomfort,reliability,perceivedLoadingTime_z,discomfort_z,reliability_z,rageClicks_z,mouseDistance_z,taskDuration_sec_z
participant_12,15.0,1.0,bar-color,5000,5.0,0,5601.249579139112,19207.39999985695,19.20739999985695,10000.0,9207.399999856949,67.0,4.0,3.0,0.6137512222488092,0.8451542540142308,-0.5312127147659035,0.0,-0.02847395508160672,0.19372119708156052
participant_12,16.0,11.0,bar,1000,1.0,0,6487.0970881297535,11656.100000143051,11.65610000014305,3000.0,8656.100000143051,36.0,1.0,5.0,-1.2979810537510708,-1.6903085080284617,1.3280317869147582,0.0,0.47990756114251726,-1.1322134548000806
participant_12,17.0,17.0,skeleton,1000,1.0,0,3630.331695973994,11954.099999904633,11.954099999904631,2000.0,9954.099999904633,42.0,2.0,5.0,-0.9279683551704487,-0.8451542540142308,1.3280317869147582,0.0,-1.1595695574594973,-1.0798875604561171
participant_12,18.0,9.0,none,5000,5.0,0,4162.188551395308,18747.5,18.7475,10000.0,8747.5,68.0,5.0,2.0,0.6754200053455794,1.6903085080284617,-1.4608349656062343,0.0,-0.854340732149182,0.11296724130787957
participant_12,19.0,8.0,bar-color,1000,1.0,0,4625.185912801079,10487.299999952316,10.487299999952317,2000.0,8487.299999952316,38.0,2.0,5.0,-1.17464348755753,-0.8451542540142308,1.3280317869147582,0.0,-0.5886298753591325,-1.3374433385857702
participant_12,20.0,7.0,spinner,1000,1.0,0,10315.379472692955,30502.700000047684,30.502700000047685,6000.0,24502.700000047684,36.0,2.0,4.0,-1.2979810537510708,-0.8451542540142308,0.3984095360744273,0.0,2.67693129654358,2.177065743612494
participant_12,21.0,20.0,bar-color,2500,2.5,0,3561.097318396606,10860.299999952316,10.860299999952316,5000.0,5860.299999952316,58.0,3.0,4.0,0.058732174377876284,0.0,0.3984095360744273,0.0,-1.1993026689605173,-1.2719481754786774
participant_13,1.0,18.0,spinner-color,5000,5.0,0,7059.841933163838,26849.09999990464,26.849099999904634,15000.0,11849.099999904633,66.0,4.0,3.0,0.8301646640997836,1.0597597575548472,0.0,0.0,0.8086017097096324,1.535529207587176
participant_13,2.0,17.0,skeleton,1000,1.0,0,3981.897121602912,9471.399999856949,9.47139999985695,2000.0,7471.399999856949,29.0,2.0,3.0,-0.9370625797509888,-0.7206366351372958,0.0,0.0,-0.9578086874234593,-1.515825473188295
participant_13,3.0,4.0,spinner,2500,2.5,0,6253.713756210418,16287.200000047684,16.287200000047683,5000.0,11287.200000047684,50.0,2.0,3.0,0.0659582883805307,-0.7206366351372958,0.0,0.0,0.3459705449648907,-0.3190374498161351
participant_13,4.0,10.0,bar,2500,2.5,0,4109.594374576529,13415.599999904633,13.415599999904632,5000.0,8415.599999904633,48.0,2.0,3.0,-0.029567508584375922,-0.7206366351372958,0.0,0.0,-0.8845241520767909,-0.82326241064106
participant_13,5.0,12.0,skeleton,5000,5.0,0,7256.620967506022,20813.0,20.813,10000.0,10813.0,59.0,3.0,3.0,0.4958243747226105,0.16956156120877572,0.0,0.0,0.9215317826902353,0.47564890189152653
participant_13,6.0,3.0,none,1000,1.0,0,4298.962045697605,10559.399999856949,10.559399999856948,2000.0,8559.399999856949,16.0,1.0,3.0,-1.5579802600228818,-1.6108348314833674,0.0,0.0,-0.7758474071615652,-1.3247832816051397
participant_13,7.0,13.0,spinner-color,2500,2.5,0,5362.247437081259,15679.100000143051,15.679100000143052,5000.0,10679.100000143051,46.0,2.0,3.0,-0.12509330554928255,-0.7206366351372958,0.0,0.0,-0.16563556599885154,-0.4258138805914085
participant_13,8.0,1.0,bar-color,5000,5.0,0,8912.349598038692,20015.5,20.0155,10000.0,10015.5,67.0,4.0,3.0,0.8779275625822369,1.0597597575548472,0.0,0.0,1.8717425391724596,0.335615677822072
participant_13,9.0,14.0,skeleton-color,1000,1.0,0,4008.186397635626,9289.100000143051,9.289100000143051,2000.0,7289.100000143051,9.0,1.0,3.0,-1.892320549400055,-1.6108348314833674,0.0,0.0,-0.9427214609264588,-1.5478355756432138
participant_13,10.0,7.0,spinner,1000,1.0,0,5969.785567186462,12279.200000047684,12.279200000047684,2000.0,10279.200000047684,20.0,2.0,3.0,-1.3669286660930686,-0.7206366351372958,0.0,0.0,0.18302619870913633,-1.0228031702805536
participant_13,11.0,6.0,skeleton-color,5000,5.0,0,4324.436850331789,19695.400000095367,19.69540000009537,10000.0,9695.400000095367,71.0,4.0,3.0,1.06897915651205,1.0597597575548472,0.0,0.0,-0.7612275999441849,0.2794092389364575
participant_13,12.0,19.0,spinner-color,1000,1.0,0,4108.245675954067,11199.5,11.1995,2000.0,9199.5,23.0,2.0,3.0,-1.2236399706457086,-0.7206366351372958,0.0,0.0,-0.8852981605191668,-1.212387962800262
participant_13,13.0,8.0,bar-color,1000,1.0,0,4708.118703970206,13077.699999809263,13.077699999809264,3000.0,10077.699999809263,33.0,2.0,3.0,-0.7460109858211755,-0.7206366351372958,0.0,0.0,-0.5410353427885105,-0.8825943560033465
participant_13,14.0,21.0,skeleton,2500,2.5,0,6469.013795688844,20143.29999995232,20.14329999995232,10000.0,10143.299999952316,50.0,3.0,3.0,0.0659582883805307,0.16956156120877572,0.0,0.0,0.4695296896283682,0.35805611171473595
participant_13,15.0,16.0,skeleton-color,2500,2.5,0,6661.070245349829,15823.200000047684,15.823200000047684,7500.0,8323.200000047684,51.0,3.0,3.0,0.113721186862984,0.16956156120877572,0.0,0.0,0.5797495052155058,-0.400511325638363
participant_13,16.0,15.0,spinner,5000,5.0,0,6503.539899626614,26181.10000014305,26.18110000014305,15000.0,11181.100000143051,74.0,4.0,3.0,1.2122678519594101,1.0597597575548472,0.0,0.0,0.4893439724378271,1.4182349208849698
